TEMPEST_ACCOUNT_NO,HOUSE_NO,STREET,CRE_DATE,MOD_DATE,Latitude,Longitude
401041,8776,143 ST,,,49.162007,-122.826224
401045,8566,141A ST,,,49.159121,-122.830639
401052,14382,88 AVE,,,49.162684,-122.824005
401053,8489,141A ST,,,49.157866,-122.831727
401070,13340,84 AVE,,,49.155238,-122.852966
401073,8087,DOMINION PL,,,49.149729,-122.854225
401074,8025,134 ST,,,49.148667,-122.851583
401076,13474,81 AVE,,,49.149898,-122.848934
401078,8076,132A ST,,,49.149414,-122.855272
401079,13252,81A AVE,,,49.150681,-122.855350
401080,8052,134 ST,,,49.149185,-122.851086
401081,13331,82B AVE,,,49.153233,-122.853280
401083,8038,132A ST,,,49.148933,-122.855165
401084,13295,81 AVE,,,49.150189,-122.854238
401085,13259,80 AVE,,,49.148350,-122.855129
401088,13526,84 AVE,,,49.155292,-122.847806
401090,8095,132A ST,,,49.149896,-122.855714
379535,9106,139 ST,,,49.168262,-122.837317
379536,13749,91A AVE,,,49.169359,-122.841574
379537,9116,139A ST,,,49.168599,-122.835816
379538,8871,139 ST,,,49.164150,-122.837765
379539,13815,91 AVE,,,49.168314,-122.839722
379541,13752,91A AVE,,,49.168876,-122.841535
387847,6375,187A ST,,,49.118191,-122.703163
387860,18759,61A AVE,,,49.114024,-122.702838
387906,18628,61A AVE,,,49.113908,-122.706294
387972,6025,187 ST,,,49.112028,-122.704613
387982,18673,60 AVE,,,49.111520,-122.704939
388007,18577,60 AVE,,,49.111539,-122.707888
388046,18526,60A AVE,,,49.112121,-122.709819
388048,6055,184A ST,,,49.112477,-122.710829
388112,19064,60B AVE,,,49.112927,-122.694833
388113,19005,61A AVE,,,49.114169,-122.696045
388117,18851,60 AVE,,,49.111455,-122.700513
388119,19037,61A AVE,,,49.114202,-122.695369
388128,6111,190 ST,,,49.113782,-122.696627
388129,6290,190 ST,,,49.116683,-122.696208
388140,19176,60B AVE,,,49.112964,-122.691828
388143,6009,189 ST,,,49.111505,-122.699913
388144,18917,60 AVE,,,49.111452,-122.698706
388145,6027,192 ST,,,49.111855,-122.691443
388149,6315,192 ST,,,49.117102,-122.691243
388157,6311,190 ST,,,49.117177,-122.696590
388162,6073,190 ST,,,49.112867,-122.696662
388168,18925,60 AVE,,,49.111453,-122.698480
388177,18978,62A AVE,,,49.115617,-122.697379
388180,19142,60B AVE,,,49.112932,-122.692758
388186,6231,192 ST,,,49.116028,-122.691262
388195,19073,63 AVE,,,49.116933,-122.694502
388196,18966,62A AVE,,,49.115566,-122.697616
388198,6184,188 ST,,,49.114967,-122.701521
388209,18939,60 AVE,,,49.111451,-122.697945
388211,6349,192 ST,,,49.117685,-122.691284
388224,6268,191A ST,,,49.116165,-122.692146
388227,19008,60A AVE,,,49.112195,-122.696160
388243,6272,191A ST,,,49.116363,-122.692120
388257,18920,60A AVE,,,49.111988,-122.698516
388260,6324,191A ST,,,49.117219,-122.692214
388269,6020,190B ST,,,49.111952,-122.694269
388272,18883,60A AVE,,,49.112244,-122.699880
388279,19076,63 AVE,,,49.116689,-122.694507
388283,6026,190B ST,,,49.111989,-122.694073
388286,6220,191A ST,,,49.115505,-122.692292
388288,18908,60A AVE,,,49.112141,-122.698727
388302,18899,60A AVE,,,49.112236,-122.699547
388330,19130,62A AVE,,,49.115785,-122.693125
388350,18931,60A AVE,,,49.112260,-122.697779
388351,19057,61A AVE,,,49.114203,-122.694816
388363,18967,62A AVE,,,49.115852,-122.697467
388372,19153,60B AVE,,,49.113264,-122.692427
388381,19181,60 AVE,,,49.111441,-122.691915
388385,6032,189A ST,,,49.111994,-122.697542
388391,18878,62A AVE,,,49.115534,-122.700457
388393,6026,189A ST,,,49.111821,-122.697538
388400,6018,189A ST,,,49.111659,-122.697536
388409,19075,60B AVE,,,49.113239,-122.694409
401132,8495,133A ST,,,49.157087,-122.852123
401133,8516,134 ST,,,49.157375,-122.851721
401134,13367,87B AVE,,,49.162269,-122.852322
401140,13484,87A AVE,,,49.161080,-122.849022
401141,13414,87A AVE,,,49.161059,-122.851034
401147,8716,TULSY CR,,,49.161178,-122.853926
401149,13252,87B AVE,,,49.161890,-122.855448
401158,8611,TULSY CR,,,49.159284,-122.851000
401159,8662,TULSY CR E,,,49.159991,-122.848389
401160,8605,TULSY CR E,,,49.159618,-122.850459
401169,12357,80 AVE,,,49.148558,-122.880361
401170,12365,80 AVE,,,49.148552,-122.880083
401173,12106,84 AVE,,,49.155752,-122.887485
401175,8348,122A ST,,,49.154808,-122.882441
401178,8035,123 ST,,,49.149089,-122.881581
401179,12380,81A AVE,,,49.150923,-122.879873
401181,8038,123 ST,,,49.149167,-122.880877
401182,8121,123 ST,,,49.150616,-122.881482
401183,8139,123 ST,,,49.150967,-122.881482
401184,12363,81 AVE,,,49.150397,-122.880196
401185,12327,80 AVE,,,49.148586,-122.881262
401193,12203,80B AVE,,,49.149334,-122.883611
401195,12285,80 AVE,,,49.148619,-122.882350
401196,8134,123 ST,,,49.150666,-122.881041
401197,8184,123 ST,,,49.151501,-122.881046
401198,8242,122A ST,,,49.152908,-122.882472
401281,8516,123 ST,,,49.158064,-122.882123
401283,8427,122 ST,,,49.156464,-122.885136
401289,12270,85A AVE,,,49.158608,-122.882882
401303,8435,121A ST,,,49.156533,-122.886428
375035,8340,134A ST,,,49.154079,-122.849372
375037,8346,134A ST,,,49.154420,-122.849419
375038,13480,83A AVE,,,49.154484,-122.848768
375039,13303,80 AVE,,,49.148347,-122.853968
375040,13370,84 AVE,,,49.155273,-122.851927
375042,8030,DOMINION PL,,,49.148918,-122.853813
388594,6170,195 ST,,,49.114499,-122.683103
388605,6151,195 ST,,,49.114312,-122.683468
388650,6035,195A ST,,,49.112004,-122.682180
388653,6055,195A ST,,,49.112412,-122.682180
388656,6075,195A ST,,,49.112624,-122.681931
388663,6044,195A ST,,,49.112095,-122.681697
388665,19535,60A AVE,,,49.111825,-122.681529
388668,19542,60A AVE,,,49.111571,-122.681360
388674,6325,193B ST,,,49.117776,-122.686647
388675,6309,193B ST,,,49.117453,-122.686664
388677,19376,62A AVE,,,49.117188,-122.686084
388679,19392,62A AVE,,,49.117002,-122.685671
388680,19406,62A AVE,,,49.116909,-122.685464
388684,19383,62A AVE,,,49.117406,-122.685739
388700,6320,194B ST,,,49.117723,-122.683622
388742,6292,195B ST,,,49.117094,-122.680243
388755,19550,64 AVE,,,49.118900,-122.681187
388763,6270,194B ST,,,49.116690,-122.683595
388766,6295,194B ST,,,49.117244,-122.684019
388775,19510,64 AVE,,,49.118903,-122.682396
388776,19518,64 AVE,,,49.118903,-122.682174
389252,19306,71 AVE,,,49.131763,-122.687778
389270,18886,65 AVE,,,49.120532,-122.699068
389305,6451,189A ST,,,49.119804,-122.698006
389306,6445,189A ST,,,49.119698,-122.697922
389522,6519,187A ST,,,49.121179,-122.703167
389554,18495,65 AVE,,,49.121643,-122.709671
389588,18485,64B AVE,,,49.120293,-122.710097
389597,18536,64B AVE,,,49.120596,-122.709203
389602,6466,185 ST,,,49.120106,-122.709249
389605,6456,185 ST,,,49.119784,-122.709128
389626,18572,65 AVE,,,49.120766,-122.707530
389627,18588,65 AVE,,,49.120702,-122.707384
389648,18472,64A AVE,,,49.119480,-122.709547
389744,6866,184A ST,,,49.127024,-122.711082
389749,18468,68A AVE,,,49.126519,-122.710532
389751,18471,68A AVE,,,49.126739,-122.710335
389753,18475,68A AVE,,,49.126738,-122.710163
389758,18495,68A AVE,,,49.126734,-122.709528
389765,6806,185 ST,,,49.126155,-122.709548
389768,18451,68A AVE,,,49.126732,-122.710979
389769,6855,184A ST,,,49.126712,-122.711445
389772,18452,68A AVE,,,49.126511,-122.711019
389777,18413,68 AVE,,,49.126043,-122.711938
389785,7060,184 ST,,,49.130816,-122.712240
389846,18456,68 AVE,,,49.125818,-122.710676
389902,6746,185 ST,,,49.125152,-122.709464
389904,6737,185A ST,,,49.125005,-122.708726
389960,18473,66A AVE,,,49.123498,-122.710695
389998,6625,180 ST,,,49.122662,-122.724098
390000,6490,CLAYTONWOOD CRT,,,49.120347,-122.718079
390003,18370,68 AVE,,,49.125756,-122.713305
390016,6482,CLAYTONWOOD CRT,,,49.120252,-122.717964
390019,18380,68 AVE,,,49.125749,-122.713105
390020,18286,68 AVE,,,49.125789,-122.715596
390032,18390,68 AVE,,,49.125751,-122.712887
390035,18388,67 AVE,,,49.123928,-122.712877
390047,18259,CLAYTONHILL DR,,,49.121975,-122.716225
390053,18129,66 AVE,,,49.122902,-122.719847
390058,18311,64 AVE,,,49.118883,-122.715098
390071,18188,CLAYTONWOOD CR,,,49.119722,-122.719013
390080,6475,CLAYTONWOOD GATE,,,49.120154,-122.717080
390086,18136,CLAYTONWOOD CR,,,49.121272,-122.720740
390096,6493,CLAYTONWOOD GATE,,,49.120358,-122.716955
390104,18167,66 AVE,,,49.122896,-122.718614
390112,18168,66 AVE,,,49.122676,-122.718548
390120,6488,CLAYTONWOOD GATE,,,49.120362,-122.716605
390126,18182,66 AVE,,,49.122569,-122.718146
390152,6553,CLAYTONWOOD PL,,,49.121216,-122.718889
390197,18308,66 AVE,,,49.122661,-122.715442
390217,18023,67 AVE,,,49.124284,-122.723311
390235,6631,184 ST,,,49.122678,-122.712810
390238,6623,184 ST,,,49.122534,-122.712810
390241,6617,184 ST,,,49.122392,-122.712809
390266,6408,180 ST,,,49.118942,-122.723601
390279,18087,64 AVE,,,49.118899,-122.721555
390287,6553,179 ST,,,49.121323,-122.726078
375130,13355,84 AVE,,,49.155583,-122.852469
375133,13229,87B AVE,,,49.162277,-122.856078
375134,13363,84 AVE,,,49.155606,-122.852172
375135,13505,84 AVE,,,49.155605,-122.848465
375136,13233,87B AVE,,,49.162231,-122.855864
375137,13381,84 AVE,,,49.155606,-122.851861
375138,13243,87B AVE,,,49.162221,-122.855664
375139,13395,84 AVE,,,49.155602,-122.851528
375141,13401,84 AVE,,,49.155584,-122.851231
375142,13352,84A AVE,,,49.156202,-122.852494
379448,9073,137A ST,,,49.167823,-122.841723
379449,13741,91 AVE,,,49.168300,-122.841771
379450,8872,138A ST,,,49.164148,-122.838705
379451,13935,91A AVE,,,49.169393,-122.836295
379452,9171,139 ST,,,49.169512,-122.837720
379453,13955,90 AVE,,,49.166631,-122.836179
379454,9119,137 ST,,,49.168629,-122.843209
379455,13828,92 AVE,,,49.169932,-122.839511
379456,9178,139 ST,,,49.169692,-122.837344
379457,9172,136A ST,,,49.169612,-122.844217
379458,9066,137A ST,,,49.167699,-122.841337
379459,13762,90 AVE,,,49.166332,-122.841248
379461,9085,137A ST,,,49.167984,-122.841724
379462,9161,139 ST,,,49.169348,-122.837719
379464,9128,137 ST,,,49.168782,-122.842695
379466,9166,139 ST,,,49.169457,-122.837331
379467,13762,92 AVE,,,49.169932,-122.841243
379468,13739,91A AVE,,,49.169324,-122.841885
379469,13742,90 AVE,,,49.166332,-122.841792
379471,13724,91 AVE,,,49.168044,-122.842268
379472,13932,91A AVE,,,49.169104,-122.836568
379474,9136,137 ST,,,49.168938,-122.842665
379475,9176,138 ST,,,49.169607,-122.840005
379477,13750,92 AVE,,,49.169928,-122.841513
379478,13733,91A AVE,,,49.169244,-122.841950
379479,9046,137A ST,,,49.167393,-122.841335
379481,13940,91A AVE,,,49.169101,-122.836303
379483,9142,137 ST,,,49.169013,-122.842783
379485,9139,137 ST,,,49.169000,-122.843099
379486,13925,90 AVE,,,49.166630,-122.836933
379487,13926,91A AVE,,,49.169102,-122.836813
379488,9177,138 ST,,,49.169505,-122.840468
379490,13726,90 AVE,,,49.166353,-122.842282
379491,9131,139A ST,,,49.168763,-122.836256
379492,13831,88 AVE,,,49.162930,-122.839408
379493,9148,137 ST,,,49.169045,-122.842941
379496,9158,138 ST,,,49.169266,-122.840037
390329,17953,64 AVE,,,49.118904,-122.725270
390369,6775,178B ST,,,49.125297,-122.727955
390377,6781,178A ST,,,49.125424,-122.729157
390378,6796,178 ST,,,49.125706,-122.729821
390380,17656,66A AVE,,,49.123176,-122.732908
390399,17918,OLD YALE RD E,,,49.132177,-122.727036
390510,18260,69 AVE,,,49.127688,-122.716466
390515,6863,183 ST,,,49.127235,-122.715544
390532,18140,72 AVE,,,49.133159,-122.719884
390538,18111,FRASER HWY,,,49.131880,-122.720506
390560,6828,181 ST,,,49.126530,-122.721424
390582,18175,FRASER HWY,,,49.131281,-122.718664
390819,18295,74 AVE,,,49.137198,-122.715468
390822,18259,72 AVE,,,49.133603,-122.716434
390832,7236,182 ST,,,49.134424,-122.717731
390842,18362,74 AVE,,,49.136787,-122.713631
390849,18355,72 AVE,,,49.133591,-122.713732
390881,19135,74 AVE,,,49.137417,-122.692822
390889,18892,76 AVE,,,49.140613,-122.699255
390897,18837,74 AVE,,,49.137298,-122.700716
390913,18480,74 AVE,,,49.136824,-122.710282
390923,18702,74 AVE,,,49.136911,-122.704351
390983,19101,76 AVE,,,49.141028,-122.693495
391000,7465,194 ST,,,49.138269,-122.686573
391032,7678,192 ST,,,49.142317,-122.690287
391064,19296,80 AVE,,,49.148017,-122.688054
391068,7766,192 ST,,,49.143853,-122.690317
391129,19070,84 AVE,,,49.155313,-122.694462
391132,8350,184 ST,,,49.154678,-122.712300
391136,8697,HARVIE RD,,,49.161099,-122.701878
391158,8642,HARVIE RD,,,49.159745,-122.702848
391159,18792,88 AVE,,,49.162675,-122.702011
391182,19135,87A AVE,,,49.161498,-122.692497
391200,8665,192 ST,,,49.160241,-122.690857
391209,19045,86 AVE,,,49.159312,-122.694820
391210,19015,86 AVE,,,49.159385,-122.695564
391222,8577,184 ST,,,49.158416,-122.712936
391231,8072,170A ST,,,49.149422,-122.749385
391234,8097,168B ST,,,49.149913,-122.753494
391236,8306,170 ST,,,49.153471,-122.751103
391237,8278,170 ST,,,49.152917,-122.751115
391239,8268,168 ST,,,49.153213,-122.756257
391245,8093,168B ST,,,49.149864,-122.753320
391249,8270,170 ST,,,49.152778,-122.751114
391250,8262,168 ST,,,49.153081,-122.756256
391251,8168,168 ST,,,49.151258,-122.756246
391255,8089,168B ST,,,49.149832,-122.753145
391260,8078,170 ST,,,49.149407,-122.750681
391264,8150,168B ST,,,49.150760,-122.753586
391268,8238,168 ST,,,49.152794,-122.756254
391271,8094,168B ST,,,49.150068,-122.753212
391276,8050,170 ST,,,49.149198,-122.750587
380471,8937,146 ST,,,49.165200,-122.818106
379542,9122,139A ST,,,49.168761,-122.835817
379544,13825,91 AVE,,,49.168314,-122.839462
379546,8853,139 ST,,,49.163803,-122.837764
379547,13719,90A AVE,,,49.167515,-122.842633
379548,9130,139A ST,,,49.168933,-122.835818
379549,13839,91 AVE,,,49.168307,-122.839153
379550,13772,91A AVE,,,49.168878,-122.841023
379552,13725,90A AVE,,,49.167430,-122.842531
379553,9121,138A ST,,,49.168604,-122.839072
379554,13780,91A AVE,,,49.168879,-122.840774
379555,8837,139 ST,,,49.163455,-122.837763
379556,9057,136B ST,,,49.167470,-122.843912
379558,9133,138A ST,,,49.168746,-122.839077
379559,8827,139 ST,,,49.163282,-122.837762
379562,9139,138A ST,,,49.168899,-122.839076
379563,13799,91 AVE,,,49.168304,-122.840528
379564,13885,88 AVE,,,49.162936,-122.838087
379566,9147,138A ST,,,49.169037,-122.839065
379567,13783,91 AVE,,,49.168304,-122.840773
379569,9087,136B ST,,,49.167924,-122.844114
379570,13777,91 AVE,,,49.168300,-122.841024
379572,9095,136B ST,,,49.168084,-122.844125
379573,9103,140 ST,,,49.168288,-122.834873
379574,13761,91 AVE,,,49.168303,-122.841282
379576,9177,138A ST,,,49.169388,-122.839077
379577,13753,91 AVE,,,49.168299,-122.841527
379581,8828,139 ST,,,49.163282,-122.837322
379589,13910,90A AVE,,,49.167205,-122.837314
379590,13916,90A AVE,,,49.167254,-122.837066
379591,13922,90A AVE,,,49.167251,-122.836812
379592,13930,90A AVE,,,49.167248,-122.836559
379593,13946,90A AVE,,,49.167205,-122.836069
379594,13952,90A AVE,,,49.167224,-122.835858
379600,9025,137A ST,,,49.166963,-122.841772
379602,13722,90A AVE,,,49.167303,-122.842519
379603,13727,90 AVE,,,49.166634,-122.842284
379617,8866,139A ST,,,49.164177,-122.835945
379618,8860,139A ST,,,49.164013,-122.835945
379622,8818,139A ST,,,49.163138,-122.835942
379623,8806,139A ST,,,49.162959,-122.835941
379628,8815,140 ST,,,49.163120,-122.834862
379631,13701,88 AVE,,,49.162927,-122.842944
379632,13711,88 AVE,,,49.162928,-122.842693
379641,8853,URSUS CR,,,49.163600,-122.844289
379642,8857,URSUS CR,,,49.163715,-122.844484
379645,8897,URSUS CR,,,49.164480,-122.844449
379649,8935,URSUS CR,,,49.165220,-122.843918
379650,8864,URSUS CR,,,49.163916,-122.844182
379652,8886,URSUS CR,,,49.164298,-122.844062
379655,8930,URSUS CR,,,49.165071,-122.843539
379658,8961,URSUS CR,,,49.165423,-122.842425
379659,8945,CRICHTON DR,,,49.165390,-122.841688
379663,13733,GLEN PL,,,49.164642,-122.842097
379668,13738,GLEN PL,,,49.164355,-122.841962
379671,8842,URSUS CR,,,49.163822,-122.842697
379672,8844,URSUS CR,,,49.163821,-122.842948
379675,8832,LAUDER DR,,,49.163392,-122.841460
379680,8890,LAUDER DR,,,49.164439,-122.841384
379685,8855,ROSLIN PL,,,49.163840,-122.840465
379687,8842,ROSLIN PL,,,49.163546,-122.840001
379688,8848,ROSLIN PL,,,49.163680,-122.839968
379696,13915,89 AVE,,,49.164821,-122.837202
379704,13825,89 AVE,,,49.164815,-122.839710
379708,8932,CRICHTON DR,,,49.165121,-122.840964
379709,8940,CRICHTON DR,,,49.165255,-122.841137
379710,13802,89A AVE,,,49.165407,-122.840225
379711,13810,89A AVE,,,49.165434,-122.839964
391497,17105,GREENWAY DR,,,49.159771,-122.749913
391501,16869,GREENBROOK DR,,,49.156241,-122.755013
391502,16833,86A AVE,,,49.160100,-122.755399
391512,16805,86A AVE,,,49.160109,-122.756220
391513,8490,170 ST,,,49.157438,-122.753195
391518,8549,168A ST,,,49.158175,-122.755627
391525,8478,GREENBROOK PL,,,49.156745,-122.753884
391529,8460,170 ST,,,49.156955,-122.752461
391530,16861,85A AVE,,,49.158311,-122.755018
391545,8505,WILDWOOD PL,,,49.158004,-122.752312
391546,16961,GREENBROOK DR,,,49.156266,-122.752802
391549,16889,87 AVE,,,49.161931,-122.754193
391551,8447,170 ST,,,49.156503,-122.752319
391559,16948,GREENBROOK DR,,,49.156028,-122.752984
391560,16936,GREENBROOK DR,,,49.156047,-122.753225
376215,12104,84A AVE,,,49.156633,-122.887384
376216,12124,84A AVE,,,49.156635,-122.886848
376217,12305,84 AVE,,,49.155941,-122.881730
376220,12074,84A AVE,,,49.156658,-122.888386
376221,12076,84A AVE,,,49.156654,-122.888262
376222,12303,84 AVE,,,49.155942,-122.881942
375044,8371,134 ST,,,49.154729,-122.851600
375046,8355,134 ST,,,49.154570,-122.851600
375047,8349,134 ST,,,49.154411,-122.851598
375049,8337,134 ST,,,49.154252,-122.851597
375051,8335,134 ST,,,49.154093,-122.851603
375052,13519,80 AVE,,,49.148334,-122.847999
379712,13818,89A AVE,,,49.165430,-122.839715
379715,13864,89A AVE,,,49.165433,-122.838461
379716,13872,89A AVE,,,49.165434,-122.838210
379718,13892,89A AVE,,,49.165435,-122.837709
379720,13918,89A AVE,,,49.165437,-122.836957
379723,13913,89A AVE,,,49.165726,-122.837075
379726,13877,89A AVE,,,49.165723,-122.838112
379731,13811,89A AVE,,,49.165722,-122.839933
379733,13832,90 AVE,,,49.166335,-122.839402
379734,13836,90 AVE,,,49.166335,-122.839143
379735,13846,90 AVE,,,49.166336,-122.838883
379737,13868,90 AVE,,,49.166337,-122.838365
379739,13904,90 AVE,,,49.166340,-122.837328
379741,13924,90 AVE,,,49.166341,-122.836809
379742,13942,90 AVE,,,49.166342,-122.836290
379744,13938,89A AVE,,,49.165428,-122.836442
379745,13926,89A AVE,,,49.165438,-122.836702
379746,8977,138 ST,,,49.165984,-122.840432
379749,8976,CRICHTON DR,,,49.165981,-122.841307
379750,8973,CRICHTON DR,,,49.165956,-122.841719
379752,8962,URSUS CR,,,49.165730,-122.842457
379761,9153,140 ST,,,49.169213,-122.834870
379762,13973,90 AVE,,,49.166633,-122.835676
379763,13981,90 AVE,,,49.166631,-122.835418
379764,13989,90 AVE,,,49.166622,-122.835160
379765,13997,90 AVE,,,49.166637,-122.834940
379769,9091,139 ST,,,49.168025,-122.837605
379771,9061,139 ST,,,49.167465,-122.837601
379773,9090,139 ST,,,49.167990,-122.837177
379777,13943,90A AVE,,,49.167527,-122.836243
379778,9079,139A ST,,,49.167852,-122.836212
379781,9088,139A ST,,,49.167929,-122.835796
379783,9060,139A ST,,,49.167489,-122.835774
379785,9077,140 ST,,,49.167797,-122.834847
379790,8958,139A ST,,,49.165679,-122.835732
379791,8950,139A ST,,,49.165510,-122.835950
379793,13963,89 AVE,,,49.164824,-122.835714
379794,13971,89 AVE,,,49.164824,-122.835505
379795,8927,140 ST,,,49.165073,-122.834883
379798,8965,140 ST,,,49.165781,-122.834881
379801,13842,92 AVE,,,49.169920,-122.838794
379804,9148,138A ST,,,49.169085,-122.838712
379805,9132,138A ST,,,49.168794,-122.838710
379809,8915,140 ST,,,49.164855,-122.834878
379810,8917,140 ST,,,49.164927,-122.834878
379812,13943,TALLON PL,,,49.176237,-122.835776
379814,9431,140 ST,,,49.174068,-122.834826
379815,9350,138 ST,,,49.172723,-122.841044
379816,13615,92 AVE,,,49.170188,-122.845366
379818,9205,140 ST,,,49.170353,-122.834842
379820,13947,TALLON PL,,,49.176200,-122.835599
379821,13968,96 AVE,,,49.176831,-122.835561
379822,13861,92 AVE,,,49.170226,-122.838471
379823,9425,140 ST,,,49.173919,-122.834826
379824,13955,92 AVE,,,49.170257,-122.835723
379826,13951,TALLON PL,,,49.176065,-122.835610
379828,13777,93A AVE,,,49.172846,-122.841296
379829,13978,96 AVE,,,49.176832,-122.835370
379832,9228,137A ST,,,49.170597,-122.841184
379834,13639,92 AVE,,,49.170206,-122.844695
379835,9555,140 ST,,,49.176154,-122.834841
379836,13761,93A AVE,,,49.172845,-122.841522
379837,9591,140 ST,,,49.176778,-122.834787
379839,13647,92 AVE,,,49.170225,-122.844478
379840,9567,140 ST,,,49.176336,-122.834839
379841,13755,93A AVE,,,49.172816,-122.841812
379845,13909,93A AVE,,,49.172593,-122.837114
379846,13749,93A AVE,,,49.172783,-122.842099
379847,9575,140 ST,,,49.176513,-122.834813
379848,9264,137A ST,,,49.171198,-122.841193
