TrackingNumber,InspectionDate,InspType,NumCritical,NumNonCritical,HazardRating,ViolLump
GEDS-85SR8F,20180814,Routine,1,1,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|502,Not Critical,In operator’s absence no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
GEDS-85SR8F,20180124,Routine,1,1,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
GEDS-85SR8F,20170808,Routine,0,0,Low,
GEDS-85SR8F,20161208,Follow-Up,0,0,Low,
GEDS-85SR8F,20161201,Routine,1,1,Moderate,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-85UR69,20180515,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-85UR69,20180509,Routine,1,6,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals cleansers & similar agents stored or labeled improperly [s. 27],Not Repeat|403,Not Critical,Employee lacks good personal hygiene clean clothing and hair control [s. 21(1)],Not Repeat"
GEDS-85UR69,20180116,Routine,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GEDS-85UR69,20170731,Routine,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-85UR69,20170328,Follow-Up,0,1,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-85UR69,20170315,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GEDS-85UR69,20161123,Routine,0,2,Low,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
GEDS-85ZPJW,20180122,Routine,0,0,Low,
GEDS-85ZPJW,20170803,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
GEDS-85ZPJW,20170307,Routine,0,0,Low,
GEDS-85ZT62,20180607,Routine,1,1,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
GEDS-85ZT62,20180116,Routine,3,0,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GEDS-85ZT62,20170717,Routine,2,2,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|502,Not Critical,In operator’s absence no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
GEDS-85ZT62,20170112,Routine,2,0,Low,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GLAE-9WERHV,20180808,Follow-Up,0,0,Low,
GLAE-9WERHV,20180807,Follow-Up,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GLAE-9WERHV,20180801,Routine,1,3,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
GLAE-9WERHV,20180130,Follow-Up,0,0,Low,
GLAE-9WERHV,20180123,Routine,1,2,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
GLAE-9WERHV,20170718,Follow-Up,0,0,Low,
GLAE-9WERHV,20170706,Routine,0,3,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat"
GLAE-9WERHV,20170214,Follow-Up,0,0,Low,
GLAE-9WERHV,20170210,Routine,2,1,High,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
GLAE-9WERHV,20161006,Routine,0,1,Low,"315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
HCAR-ASGQKX,20180718,Routine,1,0,Low,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat"
HCAR-ASGQKX,20180316,Follow-Up,0,0,Low,
HCAR-ASGQKX,20180305,Routine,1,2,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat"
HCAR-ASGQKX,20171027,Follow-Up,0,0,Low,
HCAR-ASGQKX,20171020,Routine,3,3,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-ASGSZD,20180814,Routine,0,0,Low,
HCAR-ASGSZD,20180309,Routine,0,0,Low,
HCAR-ASGSZD,20180103,Routine,0,0,Low,
HCAR-ASHLNU,20180803,Routine,0,0,Low,
HCAR-ASHLNU,20180202,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
HCAR-ASHLNU,20171101,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
HCAR-ASHTLJ,20180621,Follow-Up,1,1,Low,"210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-ASHTLJ,20180606,Routine,2,3,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-ASHTLJ,20180105,Follow-Up,0,0,Low,
HCAR-ASHTLJ,20180102,Routine,2,2,High,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-ASJM82,20180802,Routine,1,0,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-ASJM82,20180126,Routine,0,0,Low,
HCAR-ASNP97,20180511,Routine,0,0,Low,
HCAR-ASNP97,20171206,Routine,1,0,Low,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat"
HCAR-ASNQYD,20180523,Follow-Up,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|502,Not Critical,In operator’s absence no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat"
HCAR-ASNQYD,20180515,Routine,3,2,High,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
HCAR-ASNQYD,20180305,Follow-Up,0,0,Low,
HCAR-ASNQYD,20180228,Routine,0,2,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
HCAR-ASNQYD,20171208,Follow-Up,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
HCAR-ASNQYD,20171121,Routine,1,3,Moderate,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
HCAR-ASNTAD,20171122,Routine,0,1,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat"
HCAR-ASQMHF,20180612,Follow-Up,0,0,Low,
HCAR-ASQMHF,20180612,Routine,2,3,Moderate,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat"
HCAR-ASQMHF,20171123,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
HCAR-ASQMHF,20171013,Follow-Up,0,0,Low,
HCAR-ASRQ6K,20180723,Routine,0,0,Low,
HCAR-ASRQ6K,20180220,Routine,1,2,Low,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|314,Not Critical,Operator has not provided acceptable written sanitation procedures [s. 24],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat"
HCAR-ASRQ6K,20171120,Routine,0,0,Low,
HCAR-ASRQ6K,20170606,Routine,0,0,Low,
HCAR-ASV26J,20180709,Routine,1,0,Low,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-ASV26J,20171123,Routine,0,1,Low,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
HCAR-ASV26J,20171016,Follow-Up,0,0,Low,
HCAR-ATHRE5,20180425,Routine,1,1,Low,"315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-ATHRE5,20180219,Routine,0,0,Low,
HCAR-ATHRE5,20171214,Routine,0,0,Low,
HCAR-ATHRE5,20170906,Follow-Up,0,0,Low,
HCAR-ATHUTY,20180821,Routine,0,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat"
HCAR-ATHUTY,20180123,Routine,0,0,Low,
HCAR-ATMPPQ,20180615,Routine,1,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|310,Not Critical,Single use containers & utensils are used more than once [s. 20],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
HCAR-ATMPPQ,20180208,Follow-Up,0,0,Low,
HCAR-ATMPPQ,20180201,Routine,1,2,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|309,Not Critical,Chemicals cleansers & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-ATQP7E,20180615,Follow-Up,0,0,Low,
HCAR-ATQP7E,20180606,Follow-Up,0,1,Low,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
HCAR-ATQP7E,20180529,Routine,1,5,Low,"211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat|212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|312,Not Critical,Items not required for food premises operation being stored on the premises [s. 18],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat"
HCAR-ATQP7E,20171221,Follow-Up,0,0,Low,
HCAR-ATQP7E,20171214,Routine,0,5,Low,"101,Not Critical,Plans/construction/alterations not in accordance with the Regulation [s. 3; s. 4],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b)(c)],Not Repeat|314,Not Critical,Operator has not provided acceptable written sanitation procedures [s. 24],Not Repeat"
HCAR-ATQPHX,20180419,Routine,2,0,Low,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-ATQPHX,20180201,Routine,1,3,Low,"101,Not Critical,Plans/construction/alterations not in accordance with the Regulation [s. 3; s. 4],Not Repeat|203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat"
HCAR-ATYPHV,20180629,Routine,0,1,Low,"309,Not Critical,Chemicals cleansers & similar agents stored or labeled improperly [s. 27],Not Repeat"
HCAR-ATYPHV,20180103,Routine,1,1,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|403,Not Critical,Employee lacks good personal hygiene clean clothing and hair control [s. 21(1)],Not Repeat"
HCAR-AU2VFF,20180703,Routine,1,0,Low,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat"
HCAR-AU2VFF,20180110,Routine,0,0,Low,
HCAR-AU7R9T,20180713,Follow-Up,0,0,Low,
HCAR-AU7R9T,20180709,Follow-Up,1,0,Low,"303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat"
HCAR-AU7R9T,20180117,Routine,0,3,Low,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat"
HCAR-AU7R9T,20171124,Follow-Up,0,0,Low,
HCAR-AU9RUZ,20180213,Routine,1,3,Low,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat"
HCAR-AU9RUZ,20171201,Follow-Up,0,0,Low,
HCAR-AU9V4X,20180615,Follow-Up,0,0,Low,
