,,,"City of Surrey, BC",Surrey,Surrey,"Greater Vancouver, Regional district , BC",GVRD,GVRD,British Columbia [Province],BC,BC
Location of study compared with province or territory of residence with countries outside Canada,  Postsecondary certificate; diploma or degree,158,205080,99105,105980,1187535,570800,616730,2130175,1027870,1102305
Location of study compared with province or territory of residence with countries outside Canada,    Location of study inside Canada,,133615,64270,69350,808030,390720,417305,1625550,785340,840205
Location of study compared with province or territory of residence with countries outside Canada,      Same as province or territory of residence,,113430,53830,59600,651955,311410,340540,1243905,593275,650635
Location of study compared with province or territory of residence with countries outside Canada,      Different than province or territory of residence,,20180,10435,9750,156075,79315,76765,381645,192070,189575
Location of study compared with province or territory of residence with countries outside Canada,    Location of study outside Canada,159,71465,34835,36630,379505,180085,199425,504630,242530,262100
Location of study compared with province or territory of residence with countries outside Canada,      United States,160,5330,2910,2420,42495,23540,18950,74030,40425,33610
Location of study compared with province or territory of residence with countries outside Canada,      Philippines,,11500,4640,6865,48070,17830,30235,56845,20455,36395
Location of study compared with province or territory of residence with countries outside Canada,      India,,21295,10540,10750,35220,17470,17750,44115,22045,22065
Location of study compared with province or territory of residence with countries outside Canada,      United Kingdom,161,4180,2525,1655,33175,18105,15075,58825,31920,26910
Location of study compared with province or territory of residence with countries outside Canada,      China,162,8290,3785,4495,58575,26315,32260,61840,27630,34210
Location of study compared with province or territory of residence with countries outside Canada,      France,,155,85,65,3360,1850,1510,4385,2360,2025
Location of study compared with province or territory of residence with countries outside Canada,      Other,,20720,10350,10375,158620,74970,83645,204580,97700,106885
Location of study compared with province or territory of residence with countries outside Canada,Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data,157,280900,136390,144505,1392440,671965,720475,2532975,1227040,1305935
Location of study compared with province or territory of residence with countries outside Canada,  No postsecondary certificate; diploma or degree,,117985,59830,58155,450755,227065,223695,915015,465250,449765
Location of study compared with province or territory of residence with countries outside Canada,  Postsecondary certificate; diploma or degree,158,162915,76565,86350,941680,444900,496780,1617960,761790,856170
Location of study compared with province or territory of residence with countries outside Canada,    Location of study inside Canada,,104120,48935,55185,641620,307965,333660,1239640,589155,650490
Location of study compared with province or territory of residence with countries outside Canada,      Same as province or territory of residence,,89810,41745,48065,522570,247290,275280,970485,454780,515700
Location of study compared with province or territory of residence with countries outside Canada,      Different than province or territory of residence,,14305,7190,7115,119050,60675,58380,269155,134375,134785
Location of study compared with province or territory of residence with countries outside Canada,    Location of study outside Canada,159,58800,27630,31170,300060,136945,163120,378325,172640,205685
Location of study compared with province or territory of residence with countries outside Canada,      United States,160,3945,2110,1835,31755,17170,14585,50095,26175,23920
Location of study compared with province or territory of residence with countries outside Canada,      Philippines,,10100,4065,6040,41080,15065,26015,48935,17385,31555
Location of study compared with province or territory of residence with countries outside Canada,      India,,18255,8640,9620,29660,14025,15640,36800,17455,19345
Location of study compared with province or territory of residence with countries outside Canada,      United Kingdom,161,2590,1585,1005,21325,11475,9850,32890,17360,15530
Location of study compared with province or territory of residence with countries outside Canada,      China,162,7460,3365,4095,50710,22290,28420,53570,23445,30125
Location of study compared with province or territory of residence with countries outside Canada,      France,,105,50,55,2810,1575,1245,3505,1885,1615
Location of study compared with province or territory of residence with countries outside Canada,      Other,,16340,7810,8525,122715,55350,67365,152530,68935,83595
Labour force status,Total - Population aged 15 years and over by Labour force status - 25% sample data,163,419065,205525,213535,2064615,998830,1065780,3870375,1882770,1987610
Labour force status,  In the labour force,,274690,145365,129320,1355520,703360,652160,2471665,1285835,1185830
Labour force status,    Employed,,256875,136945,119930,1276900,663790,613115,2305690,1194455,1111240
Labour force status,    Unemployed,,17815,8420,9390,78620,39575,39045,165975,91385,74590
Labour force status,  Not in the labour force,,144380,60165,84220,709095,295475,413625,1398710,596935,801775
Labour force status,Participation rate,,65.5,70.7,60.6,65.7,70.4,61.2,63.9,68.3,59.7
Labour force status,Employment rate,,61.3,66.6,56.2,61.8,66.5,57.5,59.6,63.4,55.9
Labour force status,Unemployment rate,,6.5,5.8,7.3,5.8,5.6,6,6.7,7.1,6.3
Work activity during the reference year,Total population aged 15 years and over by work activity during the reference year - 25% sample data,164,419065,205530,213540,2064615,998835,1065780,3870375,1882770,1987605
Work activity during the reference year,  Did not work,165,138395,57610,80785,665510,276425,389090,1290235,547350,742885
Work activity during the reference year,  Worked,,280670,147920,132750,1399105,722405,676695,2580140,1335420,1244720
Work activity during the reference year,    Worked full year; full time,166,127975,75260,52710,657635,374990,282655,1183405,675950,507460
Work activity during the reference year,    Worked part year and/or part time,167,152700,72655,80045,741460,347420,394040,1396735,659470,737260
Work activity during the reference year,Average weeks worked in reference year,,41.8,42.9,40.6,42.2,43,41.3,41.8,42.4,41.1
Class of worker,Total labour force aged 15 years and over by class of worker - 25% sample data,168,274685,145365,129320,1355520,703360,652160,2471670,1285840,1185835
Class of worker,  Class of worker - not applicable,169,5765,2520,3245,24955,11635,13330,43805,21245,22555
Class of worker,  All classes of workers,170,268920,142845,126075,1330560,691730,638830,2427860,1264585,1163275
Class of worker,    Employee,,237120,121515,115605,1150055,579380,570680,2084470,1054630,1029840
Class of worker,    Self-employed,171,31800,21330,10475,180510,112355,68150,343395,209955,133430
Occupation - National Occupational Classification (NOC) 2016,Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data,172,274685,145365,129325,1355520,703360,652160,2471665,1285835,1185830
Occupation - National Occupational Classification (NOC) 2016,  Occupation - not applicable,169,5765,2520,3245,24955,11635,13325,43805,21245,22560
Occupation - National Occupational Classification (NOC) 2016,  All occupations,170,268920,142840,126075,1330565,691730,638835,2427860,1264585,1163270
Occupation - National Occupational Classification (NOC) 2016,    0 Management occupations,,26110,16695,9410,156615,97575,59040,275000,168820,106180
Occupation - National Occupational Classification (NOC) 2016,    1 Business; finance and administration occupations,,39845,12055,27795,222325,71120,151205,368940,106205,262740
Occupation - National Occupational Classification (NOC) 2016,    2 Natural and applied sciences and related occupations,,14255,11485,2770,101410,79690,21715,161520,127060,34460
Occupation - National Occupational Classification (NOC) 2016,    3 Health occupations,,17700,3505,14195,83995,20065,63930,162865,35775,127095
Occupation - National Occupational Classification (NOC) 2016,    4 Occupations in education; law and social; community and government services,,24670,7375,17295,148620,49535,99085,269255,87765,181485
Occupation - National Occupational Classification (NOC) 2016,    5 Occupations in art; culture; recreation and sport,,6110,2980,3135,61980,31655,30320,93100,44855,48245
Occupation - National Occupational Classification (NOC) 2016,    6 Sales and service occupations,,70405,29370,41040,331590,147165,184430,595225,251490,343735
Occupation - National Occupational Classification (NOC) 2016,    7 Trades; transport and equipment operators and related occupations,,51130,47980,3155,167640,157865,9770,360970,339660,21315
Occupation - National Occupational Classification (NOC) 2016,    8 Natural resources; agriculture and related production occupations,,5310,3075,2230,17660,12070,5585,64235,47530,16700
Occupation - National Occupational Classification (NOC) 2016,    9 Occupations in manufacturing and utilities,,13375,8320,5060,38745,24985,13760,76745,55430,21315
Industry - North American Industry Classification System (NAICS) 2012,Total Labour Force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data,173,274685,145370,129320,1355520,703360,652160,2471665,1285835,1185830
Industry - North American Industry Classification System (NAICS) 2012,  Industry - NAICS2012 - not applicable,169,5765,2520,3245,24955,11635,13325,43805,21250,22555
Industry - North American Industry Classification System (NAICS) 2012,  All industry categories,170,268925,142845,126075,1330565,691730,638835,2427865,1264590,1163270
