BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,ADDRESS,POSTAL_CODE,PHONE,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,NAIC,NAIC_DESCRIPTION,SECTORS,LONGITUDE,LATITUDE
Kohinoor Diamonds Ltd,Jewelry manufacturing & retail,10,8388,128 St,8388 128 St,V3W4G2,6045963400,NTC,Commercial/Industrial,332710,Machine Shops,,-122.867860,49.155026
Kohinoor Folk Arts Club,"Dance, music",116,12465,82 Ave,12465 82 Ave,V3W3E8,6047254259,NTC,Commercial/Industrial,713940,Fitness & Recreational Sports Centres,,-122.876828,49.152084
Kohinoor Sweets & Restaurant Inc,Restaurant - No Alcohol,101,12889,84 Ave,12889 84 Ave,V3W0K5,7785653557,NTC,Commercial/Industrial,722110,Restaurants,,-122.865843,49.155460
Komal Beauty Salon,Hair Salon/Barber,327,8128,128 St,8128 128 St,V3W1R1,6045729161,NTC,Commercial/Industrial,812114,Barber Shops,,-122.867843,49.150355
Konner & Associates Financial Services Inc,Life Insurance & Investment Business,100,5450,152 St,5450 152 St,V3S5J9,6045757900,NTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.800930,49.101779
Koodo,"Retail Merchant - Telecommunications,cameras, printing and televisions services",K405,10153,King George Blvd,10153 King George Blvd,V3T2W1,6045898303,SCC,Commercial/Industrial,443110,"Appliance, Television & Other Electronics Stores",,-122.845548,49.186961
Koodo Mobile,Retail,K2,2695,Guildford Town Centre,2695 Guildford Town Centre,V3R7C1,6045885717,GTC,Commercial/Industrial,443110,"Appliance, Television & Other Electronics Stores",,-122.802710,49.192497
Kooner Marble & Granite Ltd,General Cont. - Finishing & Installing,,12150,86 Ave,12150 86 Ave,V3W3H7,6045727252,NTC,Commercial/Industrial,231230,General Construction Contractors,,-122.886004,49.159518
Kore Irrigation Ltd,Contractor - Irrigation,110,19140,28 Ave,19140 28 Ave,V3S6M3,6045362025,SSTC,Commercial/Industrial,232110,Site Preparation Work,,-122.692050,49.052802
Korolite Engineered Panel Structures Ltd,"Mfg.- Refrigerating Equipment, commercial, sales & service",,19402,56 Ave,19402 56 Ave,V3S6K4,6045348626,CTC,Commercial/Industrial,332710,Machine Shops,,-122.684934,49.104351
Kostolowski Kondysar Dr M H,Professional Practitioner-Psychiatry,303,1676,Martin Dr,1676 Martin Dr,V4A6E7,6045605660,SSTC,Commercial/Industrial,621330,Offices of Mental Health Practitioners (except Physicians),,-122.804618,49.033108
Kotler van den Brink & Co,Accountant,208,15272,Croydon Dr,15272 Croydon Dr,V3S0Z5,6045316207,SSTC,Commercial/Industrial,541212,Offices of Accountants,,-122.798814,49.060015
Kova Engineering (BC) Ltd.,Engineering,104,18651,52 Ave,18651 52 Ave,V3S8E5,6045790179,CTC,Commercial/Industrial,541330,Engineering Services,,-122.706330,49.097193
KPAC Financial Services Inc,Professional Practitioner-Accountant,207,13569,76 Ave,13569 76 Ave,V3W2W3,7782182465,NTC,Commercial/Industrial,541212,Offices of Accountants,,-122.845989,49.140933
Kramer's Pet World,"Retail Pet Food, Supplies & Pets",,1894,Guildford Town Centre,1894 Guildford Town Centre,V3R7B8,6045815888,GTC,Commercial/Industrial,453910,Pet & Pet Supplies Stores,,-122.802417,49.193137
Krishna Jewellery & Sari Ltd,"Artificial jewellery, fabrics, ready made clothing",104B,8166,128 St,8166 128 St,V3W1R1,6045518665,NTC,Commercial/Industrial,448120,Women's Clothing Stores,,-122.867845,49.151037
Krishna Jewellery & Sari Ltd,"Artificial jewellery, fabrics, ready made clothing",104B,8166,128 St,8166 128 St,V3W1R1,6045518665,NTC,Commercial/Industrial,451130,"Sewing, Needlework & Piece Goods Stores",,-122.867845,49.151037
Krishnas Dosa Grill Ltd,Restaurant - No Alcohol,101,8910,120 St,8910 120 St,V3V4B4,6045997010,WTC,Commercial/Industrial,722110,Restaurants,,-122.890193,49.165190
Krisun Information Systems Inc,Internet Services,202,15388,24 Ave,15388 24 Ave,V4A2J2,7782940567,SSTC,Commercial/Industrial,541540,Computer Internet Services,,-122.796021,49.045513
Kroll's Surrey Pharmacy Ltd,Retail - Pharmacy,100,9656,King George Blvd,9656 King George Blvd,V3T2V5,6045813636,SCC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.845537,49.177870
KTech Manufacturing Inc,Mfg. - Precision Machining,109,19110,24 Ave,19110 24 Ave,V3S3S9,6045382025,SSTC,Commercial/Industrial,332710,Machine Shops,,-122.693798,49.045575
K-town bbq,Food Primary-Class B Dining Room,100,15155,101 Ave,15155 101 Ave,V3R7Z1,7783957030,GTC,Commercial/Industrial,722110,Restaurants,,-122.802236,49.186218
Ku Inc Dr. Irene A.,Professional Practitioner-Dentist,101,10216,128 St,10216 128 St,V3T2Z3,6045854466,SCC,Commercial/Industrial,621210,Offices of Dentists,,-122.867560,49.188337
Kuldip Counselling and Consulting Services Inc,Counselling Service,300,15240,56 Ave,15240 56 Ave,V3S5K7,6047649575,NTC,Commercial/Industrial,624190,Other Individual & Family Services,,-122.799925,49.104333
Kuljeet's Touch & Glow Beauty Parlor Ltd,Hair Salon/Barber,174,8138,128 St,8138 128 St,V3W1R1,7785651330,NTC,Commercial/Industrial,812115,Beauty Salons,,-122.867843,49.150534
Kuljeet's Touch & Glow Beauty Parlor Ltd,Esthetician,174,8138,128 St,8138 128 St,V3W1R1,7785651330,NTC,Commercial/Industrial,812115,Beauty Salons,,-122.867843,49.150534
Kumar Mortgages Inc,Financial Planning/Consultant,,9480,120 St,9480 120 St,V3V4B9,6045808080,WTC,Commercial/Industrial,523930,Investment Advice,,-122.890046,49.175144
Kumon,Tutoring,101B,3237,King George Blvd,3237 King George Blvd,V4P1B7,6045316086,SSTC,Commercial/Industrial,611650,Tutorial Services,,-122.812792,49.060965
Kuna Developments Limited,Construction office,8,19122,27 Ave,19122 27 Ave,V3S5T1,6043663401,SSTC,Commercial/Industrial,231230,General Construction Contractors,,-122.693622,49.050954
Kuroishi Japanese Cuisine,Restaurant,1,1625,152 St,1625 152 St,V4A4X3,6045380773,SSTC,Commercial/Industrial,722110,Restaurants,,-122.801311,49.031590
Kuzco Lighting Inc,Whlse.,,19054,28 Ave,19054 28 Ave,V3S6M3,6045387162,SSTC,Commercial/Industrial,418990,All Other Wholesaler-Distributors,,-122.695630,49.052807
Kwak Dr John J,Professional Practitioner-Medical,213,13710,94A Ave,13710 94A Ave,V3V1N1,6045829890,WTC,Commercial/Industrial,621110,Offices of Physicians,,-122.842266,49.174608
Kwan Dr Herman C,Professional Practitioner-Medical,300,2099,152 St,2099 152 St,V4A4N7,6045361801,SSTC,Commercial/Industrial,621110,Offices of Physicians,,-122.801330,49.040159
Kwan Kee Noodle House,Food Court Restaurant,101D,15277,100 Ave,15277 100 Ave,V3R8X2,6045882521,GTC,Commercial/Industrial,722110,Restaurants,,-122.798808,49.184313
Kwantlen Park Manor,Apartment Rentals,,12975,106 Ave,12975 106 Ave,V3T2C1,6046623102,SCC,Commercial/Industrial,531111,Lessors of Residential Buildings & Dwellings,,-122.863029,49.195412
Kwantlen Pizza Sweet Shop and Snack,Restaurant,108,15122,72 Ave,15122 72 Ave,V3S2G2,6045971211,NTC,Commercial/Industrial,722110,Restaurants,,-122.803270,49.133600
Kwantlen Pizza Sweets & Snacks,Restaurant - No Alcohol,104,12815,85 Ave,12815 85 Ave,V3W0K8,6045990003,NTC,Commercial/Industrial,722110,Restaurants,,-122.867552,49.157524
Kwantlen Square Laundromat,Laundromat,112,12568,72 Ave,12568 72 Ave,V3W2M6,6045074365,NTC,Commercial/Industrial,812320,Dry Cleaning & Laundry Services (Except Coin-Operated),,-122.874363,49.133835
Kwantlen Student Association Cafe,Kwantlen Student Association Lounge,,12666,72 Ave,12666 72 Ave,V3W2M8,6045992126,NTC,Commercial/Industrial,722210,Concessions,,-122.871573,49.133822
Kyoto Restaurant,Food Primary-Class B Dining Room,,13651,72 Ave,13651 72 Ave,V3W2P2,6045922883,NTC,Commercial/Industrial,722110,Restaurants,,-122.843963,49.133638
L & S Distributors Ltd,Whlse. Metal Cabinets,101,8381,128 St,8381 128 St,V3W4G1,7785931987,NTC,Commercial/Industrial,418990,All Other Wholesaler-Distributors,,-122.868134,49.154882
L 191 Holdings Ltd,Apartment Rentals,,17583,57 Ave,17583 57 Ave,V3S1G8,0,CTC,Commercial/Industrial,531111,Lessors of Residential Buildings & Dwellings,,-122.735506,49.106072
L A Nails,Pedicure & Manicure Nails,180,7488,King George Blvd,7488 King George Blvd,V3W0H9,6045011066,NTC,Commercial/Industrial,812115,Beauty Salons,,-122.845480,49.138804
L A Nails 2,Nails Salon,,10393,150 St,10393 150 St,V3R4B1,6045853318,GTC,Commercial/Industrial,812115,Beauty Salons,,-122.806571,49.191308
L 'Anco Products Ltd,Mfg. - Conveyor Chain,205,9710,187 St,9710 187 St,V4N3N6,6048821602,GTC,Commercial/Industrial,331210,Iron & Steel Pipes & Tubes Manufacturing from Purchased Steel,,-122.704824,49.178537
L 'Anco Products Ltd,Mfg. - Conveyor Chain,205,9710,187 St,9710 187 St,V4N3N6,6048821602,GTC,Commercial/Industrial,418990,All Other Wholesaler-Distributors,,-122.704824,49.178537
L D R Holistic Treatment Inc,Counseling Service - Out Patient Generalized Counseling Addiction Wellness Center,106,19140,28 Ave,19140 28 Ave,V3S6M3,6045743523,SSTC,Commercial/Industrial,624190,Other Individual & Family Services,,-122.692050,49.052802
L J Custom Sheet Metal Ltd,Mfg. - Sheet Metal Products,,17940,Roan Pl,17940 Roan Pl,V3S5K1,6045745330,CTC,Commercial/Industrial,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,-122.725334,49.100923
L K Service Inc,Automotive Repair Service,19,15515,24 Ave,15515 24 Ave,V4A2J4,6047247044,SSTC,Commercial/Industrial,811111,General Automotive Repair,,-122.792588,49.045681
L L A Investments Ltd,Apartment Rentals,,13370,King George Blvd,13370 King George Blvd,V3T2T6,6046012140,SCC,Commercial/Industrial,531111,Lessors of Residential Buildings & Dwellings,,-122.851809,49.203084
L M C Liberty Motor Corp,Auto dealer,12,3033,King George Blvd,3033 King George Blvd,V4P1B8,6046717775,SSTC,Commercial/Industrial,811111,General Automotive Repair,,-122.808233,49.057290
L M Equipment Co Ltd,Manufacturer/Machine Shop,,5278,185A St,5278 185A St,V3S7A4,6045760088,CTC,Commercial/Industrial,332710,Machine Shops,,-122.708581,49.098423
L M T Trucking Ltd,Trucking Dispatch Office,212,15299,68 Ave,15299 68 Ave,V3S2C1,6045900876,NTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.798178,49.126438
L Nanner & Co Inc,Professional Practitioner-Accountant,301,15240,56 Ave,15240 56 Ave,V3S5K7,6045754588,NTC,Commercial/Industrial,541212,Offices of Accountants,,-122.799925,49.104333
L V Nails Salon,Hair Salon/Barber,,10053,136A St,10053 136A St,V3T4G1,6045833375,SCC,Commercial/Industrial,812115,Beauty Salons,,0.000000,0.000000
L V Nails Salon,Esthetician,,10053,Whalley Blvd,10053 Whalley Blvd,V3T4G1,7783958878,SCC,Commercial/Industrial,812115,Beauty Salons,,-122.843370,49.185264
L W Murphy Ltd,Bankruptcy Trustee,410,15225,104 Ave,15225 104 Ave,V3R6Y8,6045842121,GTC,Commercial/Industrial,541990,"All Other Professional, Scientific & Technical Services",,-122.800188,49.191573
LA Bella Collectionz Ltd,Retail Merchant - Clothing & Accessories,108,1711,152 St,1711 152 St,V4A4N3,7782940580,SSTC,Commercial/Industrial,448199,All Other Clothing Stores,,-122.801320,49.033145
La Belle Fleur Floral Boutique,Retail Florist,148,6350,120 St,6350 120 St,V3X3K1,6045913327,NTC,Commercial/Industrial,453110,Florists,,-122.890247,49.118362
La Boussole Centre Communautaire Societe,Charitable Society/Organization,205,10252,City Pky,10252 City Pky,V3T5X4,6046837337,SCC,Commercial/Industrial,813990,Other Membership Organizations,,-122.847530,49.188340
La Charcuterie Delicatessen,Restaurant,8,19080,96 Ave,19080 96 Ave,V4N3R3,6048820881,GTC,Commercial/Industrial,722110,Restaurants,,-122.693792,49.176909
La Petite Boutique,Hair Salon/Barber,102,15585,24 Ave,15585 24 Ave,V4A9Z1,7783856712,SSTC,Commercial/Industrial,812115,Beauty Salons,,-122.790682,49.045675
La Senza #311,Retail Merchant - Clothing,254,10153,King George Blvd,10153 King George Blvd,V3T2W1,6044951033,SCC,Commercial/Industrial,448120,Women's Clothing Stores,,-122.845548,49.186961
LA Tandoori Pick & Go,Restaurant - No Alcohol,105,7743,128 St,7743 128 St,V3W4E6,6045011818,NTC,Commercial/Industrial,722110,Restaurants,,-122.868068,49.143803
La Vie en Rose,Retail,20,16031,24 Ave,16031 24 Ave,V3S9H7,6045315477,SSTC,Commercial/Industrial,448120,Women's Clothing Stores,,-122.778360,49.045642
La Vie en Rose,Swimwear & Accessories,,2390,Guildford Town Centre,2390 Guildford Town Centre,V3R7B9,6045836629,GTC,Commercial/Industrial,448199,All Other Clothing Stores,,0.000000,0.000000
Label Resources Manufacturing Ltd,Mfg. - Labels,704,17665,66A Ave,17665 66A Ave,V3S2A7,6045741469,CTC,Commercial/Industrial,339990,All Other Miscellaneous Manufacturing,,-122.733052,49.123431
Labelle Vie Cosmetics and Home Decor Ltd,Retail Merchant - 0 to 2 Employees,,17585,57 Ave,17585 57 Ave,V3S1G8,6048376524,CTC,Commercial/Industrial,442298,All Other Home Furnishings Stores,,-122.735452,49.106071
Labelle Vie Cosmetics and Home Decor Ltd,Retail Merchant - 0 to 2 Employees,,17585,57 Ave,17585 57 Ave,V3S1G8,6048376524,CTC,Commercial/Industrial,446120,"Cosmetics, Beauty Supplies & Perfume Stores",,-122.735452,49.106071
Laborers International Union of North America,Union Organization,203,15127,100 Ave,15127 100 Ave,V3R0N9,6049518877,GTC,Commercial/Industrial,813990,Other Membership Organizations,,-122.803102,49.184280
Labour Ready Temporary Services Ltd,Temporary Service (Labour Personnel),,10344,Whalley Blvd,10344 Whalley Blvd,V3T4H4,6049516337,SCC,Commercial/Industrial,561310,Employment Placement Agencies,,-122.841762,49.190524
Labour Unlimited,Employment Agencies / Temp. Serv.,,10447,King George Blvd,10447 King George Blvd,V3T2W7,6049510007,SCC,Commercial/Industrial,561310,Employment Placement Agencies,,-122.845475,49.192688
Ladymarc Filipino Store,Video Rental,116-,10200,152 St,10200 152 St,V3R6N7,7783950078,GTC,Commercial/Industrial,445110,Supermarkets & Other Grocery (except Convenience) Stores,,-122.800760,49.187851
Ladymarc Filipino Store,Video Rental,116-,10200,152 St,10200 152 St,V3R6N7,7783950078,GTC,Commercial/Industrial,523130,Commodity Contracts Dealing,,-122.800760,49.187851
Ladymarc Filipino Store,Video Rental,116-,10200,152 St,10200 152 St,V3R6N7,7783950078,GTC,Commercial/Industrial,532230,Video Tape & Disc Rental,,-122.800760,49.187851
Ladymarc Filipino Store,Video Rental,116-,10200,152 St,10200 152 St,V3R6N7,7783950078,GTC,Commercial/Industrial,811490,Other Personal & Household Goods Repair & Maintenance,,-122.800760,49.187851
Lafarge Canada Inc,Admin. Office,200,7455,132 St,7455 132 St,V3W1J8,6045027660,NTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.856871,49.138081
Laird A Hiatt Law Offices,Professional Practitioner-Lawyer,200,10706,King George Blvd,10706 King George Blvd,V3T2X3,6045814421,SCC,Commercial/Industrial,541110,Offices of Lawyers,,-122.845163,49.197126
Laird Plastics Canada Inc,Whlse. Plastics,B5,9275,194 St,9275 194 St,,6048888331,GTC,Commercial/Industrial,418990,All Other Wholesaler-Distributors,,-122.685100,49.171455
Lakewood Beech Developments Ltd,Contractor- General,201,7795,128 St,7795 128 St,V3W4E6,6045908444,NTC,Commercial/Industrial,231230,General Construction Contractors,,-122.868077,49.144596
Lakewood Management Ltd,General Cont.,201,7795,128 St,7795 128 St,V3W4E6,6045908444,NTC,Commercial/Industrial,231230,General Construction Contractors,,-122.868077,49.144596
Lakwon Rice Bakery,Bakery,,12520,Old Yale Rd,12520 Old Yale Rd,V3V3X8,6045802482,WTC,Commercial/Industrial,445291,Baked Goods Stores,,-122.875388,49.197053
Lalaine Lao Inc,Professional Practitioner-Dentist,210,8556,120 St,8556 120 St,V3W3N5,6045077207,NTC,Commercial/Industrial,621210,Offices of Dentists,,-122.890231,49.158628
Lam Dr Mayda,Professional Practitioner-Medical,102,16088,84 Ave,16088 84 Ave,V4N0V9,6045072527,FTC,Commercial/Industrial,621110,Offices of Physicians,,-122.776320,49.155368
Lanart Rug Inc,Mfg. - Rugs,2,7688,132 St,7688 132 St,V3W4M9,6045966909,NTC,Commercial/Industrial,339990,All Other Miscellaneous Manufacturing,,-122.856636,49.142531
Lancaster Medical Supplies & Prescriptions,Retail Merchant - Pharmacy,101,13710,94A Ave,13710 94A Ave,V3V1N1,6045829181,WTC,Commercial/Industrial,446110,Pharmacies & Drug Stores,,-122.842266,49.174608
Landbridge Logistics Ltd,"Freight forwarding, office use only",104,19162,22 Ave,19162 22 Ave,V3S3S6,6045426002,SSTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.692385,49.041937
Landmark Cartage Service,Trucking/Cartage - Dispatch Office,208,7938,128 St,7938 128 St,V3W4E8,6046353555,NTC,Commercial/Industrial,484120,General Freight Trucking,,-122.867814,49.146773
Landmark Cartage Service,Trucking/Cartage - Dispatch Office,208,7938,128 St,7938 128 St,V3W4E8,6046353555,NTC,Commercial/Industrial,541611,Administrative Management & General Management Consulting Services,,-122.867814,49.146773
Langley Chrysler Jeep,"Sales, Serv. & Leasing Auto",,19418,Langley Bypass,19418 Langley Bypass,V3S7R2,6045345355,CTC,Commercial/Industrial,441110,New Car Dealers,,0.000000,0.000000
Langley Chrysler Jeep,"Sales, Serv. & Leasing Auto",,19418,Langley Bypass,19418 Langley Bypass,V3S7R2,6045345355,CTC,Commercial/Industrial,811111,General Automotive Repair,,0.000000,0.000000
Langley Excavator Parts Exchange Inc,Machinery/Heavy Equipment Dealer,,5425,Production Blvd,5425 Production Blvd,V3S8P6,6045303166,CTC,Commercial/Industrial,417230,"Industrial Machinery, Equipment & Supplies Wholesaler-Distributors",,-122.681669,49.100774
Langley Fiat,Auto Dealer,,19550,No 10 (Langley Bypass) Hwy,19550 No 10 (Langley Bypass) Hwy,V3S7R2,6045302886,CTC,Commercial/Industrial,441110,New Car Dealers,,0.000000,0.000000
Langley Fiat,Auto Dealer,,19550,No 10 (Langley Bypass) Hwy,19550 No 10 (Langley Bypass) Hwy,V3S7R2,6045302886,CTC,Commercial/Industrial,441120,Used Car Dealers,,0.000000,0.000000
Langley Fiat,Auto Dealer,,19550,No 10 (Langley Bypass) Hwy,19550 No 10 (Langley Bypass) Hwy,V3S7R2,6045302886,CTC,Commercial/Industrial,811111,General Automotive Repair,,0.000000,0.000000
Langley Hyundai,"Auto Dealer/Rebuilder, Auto Repair",,19459,Langley Bypass,19459 Langley Bypass,V3S6K1,6045398549,CTC,Commercial/Industrial,441120,Used Car Dealers,,0.000000,0.000000
Langley Hyundai,"Auto Dealer/Rebuilder, Auto Repair",,19459,Langley Bypass,19459 Langley Bypass,V3S6K1,6045398549,CTC,Commercial/Industrial,811111,General Automotive Repair,,0.000000,0.000000
Langley Oral Surgery,"Professional Practitioner - Dentist Office,Professional Practitioner - Dentist - Oral Surgery Office",105/,19390,68 Ave,19390 68 Ave,V4N6A9,6042105050,CTC,Commercial/Industrial,621210,Offices of Dentists,,-122.685635,49.126272
Langley Reinforcing Steel Ltd,Reinforcing Steel Installation/Construction,,19460,60 Ave,19460 60 Ave,V3S3S7,6045308260,CTC,Commercial/Industrial,232990,All Other Special Trade Contracting,,-122.684380,49.111176
Langley Saw Sharpening & Abrasive Product Ltd,Saw Sharpening,1,5684,Landmark Way,5684 Landmark Way,V3S7H1,6045332112,CTC,Commercial/Industrial,811490,Other Personal & Household Goods Repair & Maintenance,,-122.684489,49.106141
