SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,MINCODE,SCHOOL_NAME,NUM_OF_SCHOOLS_IN_DATA_LEVEL,TOTAL_CLASSES,CLASSES_WITH_ED_ASSIST,TOTAL_CLASSES_GREATER_30,AVG_CLASS_SIZE_K,AVG_CLASS_SIZE_1_3,AVG_CLASS_SIZE_4_7,AVG_CLASS_SIZE_8_12
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636164,Sullivan Heights Secondary,1,393,66,3,,,,23.6
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636164,Sullivan Heights Secondary,1,406,61,,,,,21.1
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636165,Chimney Hill Elementary,1,29,10,,18,20.7,27.2,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636165,Chimney Hill Elementary,1,28,10,,18.3,21.9,26.9,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636165,Chimney Hill Elementary,1,29,20,,19.5,20.9,27.2,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636165,Chimney Hill Elementary,1,29,26,,20,21.3,27.2,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636165,Chimney Hill Elementary,1,29,25,,17.3,21.9,27.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636165,Chimney Hill Elementary,1,29,20,,19.3,22.7,27.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636165,Chimney Hill Elementary,1,29,14,,20.8,22.2,26.6,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636165,Chimney Hill Elementary,1,29,17,,21.2,21.7,27.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636165,Chimney Hill Elementary,1,29,24,,19.3,22,26.9,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636165,Chimney Hill Elementary,1,29,22,,20,23.1,25.8,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636165,Chimney Hill Elementary,1,28,22,,21.3,22.1,28,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636167,Fleetwood Park Secondary,1,202,24,34,,,,27.5
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636167,Fleetwood Park Secondary,1,206,10,24,,,,26.8
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636167,Fleetwood Park Secondary,1,204,30,24,,,,26.9
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636167,Fleetwood Park Secondary,1,199,28,24,,,,26.7
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636167,Fleetwood Park Secondary,1,206,36,2,,,,26.2
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636167,Fleetwood Park Secondary,1,226,47,4,,,,26.8
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636167,Fleetwood Park Secondary,1,251,44,1,,,,24.4
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636167,Fleetwood Park Secondary,1,261,76,3,,,,23.8
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636167,Fleetwood Park Secondary,1,273,44,2,,,,23.8
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636167,Fleetwood Park Secondary,1,295,92,3,,,,23.8
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636167,Fleetwood Park Secondary,1,354,41,2,,,,20.8
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636170,Ocean Cliff Elementary,1,12,2,,16.5,21.6,24.6,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636170,Ocean Cliff Elementary,1,11,4,,21,23.2,25.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636170,Ocean Cliff Elementary,1,11,,,21,23.1,25.9,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636170,Ocean Cliff Elementary,1,11,10,,19,22.9,25.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636170,Ocean Cliff Elementary,1,11,11,,21,21.7,24,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636170,Ocean Cliff Elementary,1,13,8,,21,21.3,25.4,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636170,Ocean Cliff Elementary,1,13,12,,18.5,22.6,27.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636170,Ocean Cliff Elementary,1,14,10,,19,22.4,26,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636170,Ocean Cliff Elementary,1,13,4,,21.6,21.6,28.8,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636170,Ocean Cliff Elementary,1,13,7,,21.5,23.6,28.7,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636170,Ocean Cliff Elementary,1,14,11,,20,23.8,27.5,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636172,William F. Davidson Elementary,1,26,9,,19.3,20.4,28.8,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636172,William F. Davidson Elementary,1,25,10,,17.7,22.2,28.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636172,William F. Davidson Elementary,1,26,13,,14.3,19,27.7,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636172,William F. Davidson Elementary,1,23,11,,21,21.8,27.9,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636172,William F. Davidson Elementary,1,22,9,,17,21.2,27.1,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636172,William F. Davidson Elementary,1,21,20,,17,21.7,26.8,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636172,William F. Davidson Elementary,1,20,17,,20.4,20.8,26.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636172,William F. Davidson Elementary,1,19,15,,18.7,22,27.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636172,William F. Davidson Elementary,1,18,16,,21.5,21,26.8,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636172,William F. Davidson Elementary,1,17,17,,19.7,21.6,27.1,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636172,William F. Davidson Elementary,1,17,15,,19.7,21.6,27.1,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636173,Bothwell Elementary School,1,10,1,,17.1,19.6,24.1,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636173,Bothwell Elementary School,1,9,1,,16,19.3,24.8,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636173,Bothwell Elementary School,1,8,6,,10,23.4,27.4,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636173,Bothwell Elementary School,1,8,6,,22,21.6,25.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636173,Bothwell Elementary School,1,8,8,,19,19,26,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636173,Bothwell Elementary School,1,7,7,,18.7,19.9,28,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636173,Bothwell Elementary School,1,8,8,,17.8,19.8,25.9,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636173,Bothwell Elementary School,1,8,8,,14,20.8,23.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636173,Bothwell Elementary School,1,8,7,,17.8,20.5,24.7,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636173,Bothwell Elementary School,1,8,7,,19.3,22.1,26.9,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636173,Bothwell Elementary School,1,9,8,,20.8,21.1,26,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636174,Kirkbride Elementary,1,18,10,,19.2,20.8,26.4,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636174,Kirkbride Elementary,1,18,12,,18,20.4,27.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636174,Kirkbride Elementary,1,18,16,,18,19.6,26.6,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636174,Kirkbride Elementary,1,18,18,,21,20.8,26.4,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636174,Kirkbride Elementary,1,19,19,,18.7,18.3,27.3,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636174,Kirkbride Elementary,1,18,18,,18.7,21.8,27.5,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636174,Kirkbride Elementary,1,18,18,,18.7,20.8,26.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636174,Kirkbride Elementary,1,18,17,,20.5,19.4,28.1,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636174,Kirkbride Elementary,1,18,15,,18.8,20.1,27.4,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636174,Kirkbride Elementary,1,17,17,,20.2,21.6,26.1,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636174,Kirkbride Elementary,1,17,17,,17.6,20.7,27.3,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636175,Clayton Heights Secondary,1,192,20,11,,,,24.7
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636175,Clayton Heights Secondary,1,179,40,21,,,,26.7
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636175,Clayton Heights Secondary,1,175,43,35,,,,26.8
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636175,Clayton Heights Secondary,1,176,43,33,,,,27.7
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636175,Clayton Heights Secondary,1,182,56,36,,,,27
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636175,Clayton Heights Secondary,1,185,47,15,,,,26.5
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636175,Clayton Heights Secondary,1,214,41,4,,,,24.4
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636175,Clayton Heights Secondary,1,208,36,6,,,,24
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636175,Clayton Heights Secondary,1,206,38,7,,,,24.8
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636175,Clayton Heights Secondary,1,210,43,9,,,,25.4
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636175,Clayton Heights Secondary,1,241,71,10,,,,22.7
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636176,Hillcrest Elementary,1,26,6,,17.5,20.6,25.9,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636176,Hillcrest Elementary,1,25,7,,18.3,22.7,26.4,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636176,Hillcrest Elementary,1,25,7,,20.8,22.6,28,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636176,Hillcrest Elementary,1,24,13,,19.3,22.6,25.9,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636176,Hillcrest Elementary,1,25,22,,16.3,20.9,25.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636176,Hillcrest Elementary,1,24,19,,17.3,22.3,26.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636176,Hillcrest Elementary,1,25,14,,19.3,20.5,27.5,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636176,Hillcrest Elementary,1,25,21,,21,21.3,26.5,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636176,Hillcrest Elementary,1,24,18,,20.6,22.2,26.5,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636176,Hillcrest Elementary,1,25,20,,18.5,21.9,28.5,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636176,Hillcrest Elementary,1,24,23,,20.4,22.1,28.4,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636178,A J McLellan Elementary,1,18,7,,18.3,21,27.3,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636178,A J McLellan Elementary,1,20,10,,17,21.3,26.4,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636178,A J McLellan Elementary,1,21,10,,18.3,21,25.8,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636178,A J McLellan Elementary,1,21,10,,18,20.7,25.8,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636178,A J McLellan Elementary,1,21,18,,16.7,21,27.7,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636178,A J McLellan Elementary,1,21,20,,21.3,20.5,27.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636178,A J McLellan Elementary,1,22,20,,16.5,22.6,26.1,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636178,A J McLellan Elementary,1,22,20,,19.8,21.8,27.4,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636178,A J McLellan Elementary,1,21,19,,17,22.6,27.6,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636178,A J McLellan Elementary,1,21,20,,17,22.6,26.9,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636178,A J McLellan Elementary,1,21,12,,18.3,22.6,27.6,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636183,Forsyth Road Elementary,1,12,2,,19,19.6,22,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636183,Forsyth Road Elementary,1,12,2,,13.5,20.2,22.6,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636183,Forsyth Road Elementary,1,13,13,,14,19.8,25.8,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636183,Forsyth Road Elementary,1,13,12,,13.5,21.2,22,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636183,Forsyth Road Elementary,1,12,12,,19.5,18.4,25.4,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636183,Forsyth Road Elementary,1,13,13,,20,17.2,27.4,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636183,Forsyth Road Elementary,1,12,12,,18,22,26.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636183,Forsyth Road Elementary,1,12,11,,16.5,19.4,25,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636183,Forsyth Road Elementary,1,13,13,,18.8,20.5,24.3,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636183,Forsyth Road Elementary,1,13,10,,17.5,19.9,25.7,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636183,Forsyth Road Elementary,1,12,12,,21,22.3,26.9,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636186,Janice Churchill Elementary,1,18,2,,16.3,20.8,28,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636186,Janice Churchill Elementary,1,17,6,,16.5,21.7,27.1,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636186,Janice Churchill Elementary,1,18,3,,18,20.7,26.2,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636186,Janice Churchill Elementary,1,17,5,,15.5,20.4,26.5,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636186,Janice Churchill Elementary,1,16,7,,17.5,20.1,26,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636186,Janice Churchill Elementary,1,15,7,,15,21,28.9,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636186,Janice Churchill Elementary,1,15,15,,20,20.9,26.7,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636186,Janice Churchill Elementary,1,14,9,,18.5,22,28.9,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636186,Janice Churchill Elementary,1,13,9,,18.9,22,26.9,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636186,Janice Churchill Elementary,1,12,12,,22,22.6,28.1,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636186,Janice Churchill Elementary,1,11,11,,20.5,23.5,28.8,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636188,Morgan Elementary,1,22,8,,18.7,21.9,27.1,
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636188,Morgan Elementary,1,22,11,,16.8,20.8,26.9,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636188,Morgan Elementary,1,13,8,,21,19.8,28.4,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636188,Morgan Elementary,1,14,11,,21,22,28.1,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636188,Morgan Elementary,1,15,15,,16,21.5,27.9,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636188,Morgan Elementary,1,15,10,,21.1,22.9,28,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636188,Morgan Elementary,1,15,15,,20.8,23,27.3,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636188,Morgan Elementary,1,15,11,1,20,22.1,28,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636188,Morgan Elementary,1,16,11,,17.7,22,27.9,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636188,Morgan Elementary,1,16,10,,19.5,22.6,26.9,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636188,Morgan Elementary,1,17,6,,21.5,22.9,28,
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636189,Rosemary Heights Elementary,1,12,1,,18,21,28,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636189,Rosemary Heights Elementary,1,15,8,,17.7,21.6,26,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636189,Rosemary Heights Elementary,1,17,6,,21.3,21.2,27.6,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636189,Rosemary Heights Elementary,1,19,8,,21.3,22.7,27.1,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636189,Rosemary Heights Elementary,1,22,7,,20.3,23.6,27,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636189,Rosemary Heights Elementary,1,23,16,,19.3,22.9,26.4,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636189,Rosemary Heights Elementary,1,23,18,,20.3,21.9,28.1,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636189,Rosemary Heights Elementary,1,23,14,,19,22.8,28,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636189,Rosemary Heights Elementary,1,23,14,,19,22.8,28,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636201,Katzie Elementary,1,20,12,,20.8,22.8,27.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636201,Katzie Elementary,1,27,20,,20.5,22.3,28.9,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636201,Katzie Elementary,1,32,20,,20.9,21.3,26.4,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636201,Katzie Elementary,1,34,33,,19.7,22.4,27.7,
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636203,Hazelgrove Elementary,1,25,15,,17.3,22,28.3,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636203,Hazelgrove Elementary,1,30,20,,17.7,21.8,29.4,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636203,Hazelgrove Elementary,1,34,23,,19.2,21.2,28.3,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636203,Hazelgrove Elementary,1,39,21,,19.3,21.8,26.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636203,Hazelgrove Elementary,1,24,15,,19.8,23.4,27.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636203,Hazelgrove Elementary,1,25,11,,21.8,21.7,26.3,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636203,Hazelgrove Elementary,1,25,15,,21.3,21.8,27.4,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636203,Hazelgrove Elementary,1,27,20,,19.7,22.7,27.8,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636211,Goldstone Park Elementary,1,14,7,,19.7,17.5,26.4,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636211,Goldstone Park Elementary,1,18,9,,16.8,22.6,26.7,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636211,Goldstone Park Elementary,1,22,12,,19.5,21.9,27.8,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636211,Goldstone Park Elementary,1,25,20,,21,21.9,26.9,
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636212,Woodward Hill Elementary,1,18,8,,18.7,22.3,24.8,
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636212,Woodward Hill Elementary,1,19,7,,19.6,22.4,27,
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636212,Woodward Hill Elementary,1,22,13,,20,21.6,24.6,
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636212,Woodward Hill Elementary,1,22,16,,22,22.4,26.3,
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636212,Woodward Hill Elementary,1,24,22,,19.3,23.1,23.8,
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636212,Woodward Hill Elementary,1,26,18,,21,22.7,29.3,
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636212,Woodward Hill Elementary,1,28,21,,21.5,22.5,27,
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636232,Panorama Ridge Secondary,1,133,10,11,,,,27.3
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636232,Panorama Ridge Secondary,1,184,14,9,,,,26.1
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636232,Panorama Ridge Secondary,1,199,20,1,,,,25.9
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636232,Panorama Ridge Secondary,1,219,41,13,,,,26.3
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636232,Panorama Ridge Secondary,1,224,25,8,,,,27.1
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636232,Panorama Ridge Secondary,1,226,37,8,,,,27
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636232,Panorama Ridge Secondary,1,257,14,5,,,,24.2
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636232,Panorama Ridge Secondary,1,321,42,7,,,,23.2
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636232,Panorama Ridge Secondary,1,350,46,8,,,,24.6
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636232,Panorama Ridge Secondary,1,355,31,9,,,,24.8
2016/2017,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636232,Panorama Ridge Secondary,1,460,70,5,,,,20.5
2006/2007,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636246,Princess Margaret Secondary,1,247,27,17,,,,25.7
2007/2008,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636246,Princess Margaret Secondary,1,239,26,2,,,,26.6
2008/2009,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636246,Princess Margaret Secondary,1,243,84,6,,,,25.6
2009/2010,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636246,Princess Margaret Secondary,1,219,36,,,,,26.9
2010/2011,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636246,Princess Margaret Secondary,1,220,28,,,,,25.7
2011/2012,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636246,Princess Margaret Secondary,1,244,33,16,,,,26.8
2012/2013,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636246,Princess Margaret Secondary,1,258,71,,,,,22.9
2013/2014,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636246,Princess Margaret Secondary,1,272,47,,,,,23.6
2014/2015,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636246,Princess Margaret Secondary,1,265,46,15,,,,24.2
2015/2016,SCHOOL LEVEL,BC PUBLIC SCHOOL,036,Surrey,03636246,Princess Margaret Secondary,1,280,45,6,,,,24.2
